"","shipmode","Segment","Region","City","Total_sales","Total_profit","Total_Disc"
"850","Second Class","Corporate","West","Springfield",64.864,6.4864,0.2
"851","Second Class","Corporate","West","Sunnyvale",420.234,110.207,0.2
"852","Second Class","Corporate","West","Thousand Oaks",14.7,4.116,0
"853","Second Class","Corporate","West","Vancouver",633.176,60.3462,0.2
"854","Second Class","Corporate","West","Visalia",7.92,3.4848,0
"855","Second Class","Corporate","West","Woodland",24.678,9.3864,0.2
"856","Second Class","Corporate","West","Yuma",10.496,1.1808,0.2
"857","Second Class","Home Office","Central","Aurora",292.296,-303.3465,0.8
"858","Second Class","Home Office","Central","Austin",762.234,259.6002,1
"859","Second Class","Home Office","Central","Burlington",12.68,6.0864,0
"860","Second Class","Home Office","Central","Canton",501.81,0,0
"861","Second Class","Home Office","Central","Chicago",6268.691,408.0602,6.3
"862","Second Class","Home Office","Central","Columbia",2377.56,972.2454,0
"863","Second Class","Home Office","Central","Corpus Christi",74.352,23.235,0.2
"864","Second Class","Home Office","Central","Dallas",15.008,-12.0064,0.6
"865","Second Class","Home Office","Central","Des Moines",25.9,12.691,0
"866","Second Class","Home Office","Central","Detroit",1748.91,477.3436,0.1
"867","Second Class","Home Office","Central","Fort Worth",2079.112,281.1181,0.4
"868","Second Class","Home Office","Central","Garland",30.384,3.798,0.2
"869","Second Class","Home Office","Central","Grand Rapids",19.44,9.5256,0
"870","Second Class","Home Office","Central","Houston",3770.644,-261.1577,9.7
"871","Second Class","Home Office","Central","Huntsville",142.344,17.154,0.6
"872","Second Class","Home Office","Central","Indianapolis",999.98,449.991,0
"873","Second Class","Home Office","Central","Jackson",377.97,94.4925,0
"874","Second Class","Home Office","Central","Lakeville",3745.63,1154.6735,0
"875","Second Class","Home Office","Central","Lansing",269.68,54.4388,0
"876","Second Class","Home Office","Central","Midland",15.28,7.4872,0
"877","Second Class","Home Office","Central","Milwaukee",2920.42,586.2142,0
"878","Second Class","Home Office","Central","Minneapolis",40.28,15.7488,0
"879","Second Class","Home Office","Central","Plano",13.616,3.5742,0.2
"880","Second Class","Home Office","Central","Saint Charles",1349.63,253.3058,1.3
"881","Second Class","Home Office","Central","Springfield",919.48,236.2054,0
"882","Second Class","Home Office","Central","Sterling Heights",79.36,20.6336,0
"883","Second Class","Home Office","Central","Wichita",149.2,68.2124,0
"884","Second Class","Home Office","East","Bayonne",183.4,79.403,0
"885","Second Class","Home Office","East","Cambridge",411.49,137.0576,0
"886","Second Class","Home Office","East","Columbus",391.13,22.0592,1.3
"887","Second Class","Home Office","East","Concord",184.66,84.9436,0
"888","Second Class","Home Office","East","Cranston",592.74,160.0398,0
"889","Second Class","Home Office","East","Dover",3332.974,426.8139,0.3
"890","Second Class","Home Office","East","Everett",1170.918,242.671,0.3
"891","Second Class","Home Office","East","Lakewood",449.352,-80.6371,0.6
"892","Second Class","Home Office","East","Lancaster",331.157,-79.6898,1.9
"893","Second Class","Home Office","East","Long Beach",7.56,0.3024,0
"894","Second Class","Home Office","East","New York City",5402.899,889.7588,1.1
"895","Second Class","Home Office","East","Newark",299.52,149.76,0
"896","Second Class","Home Office","East","Orange",53.37,20.8197,0
"897","Second Class","Home Office","East","Parma",63.968,19.99,0.2
"898","Second Class","Home Office","East","Philadelphia",1930.424,-364.0363,1.6
"899","Second Class","Home Office","East","Providence",448.21,107.5103,0
"900","Second Class","Home Office","East","Springfield",253.248,-19.0668,1.3
"901","Second Class","Home Office","East","Troy",203.63,53.2902,0
"902","Second Class","Home Office","East","Washington",111.68,48.2928,0
"903","Second Class","Home Office","East","Yonkers",163.96,70.5028,0
"904","Second Class","Home Office","South","Arlington",142.34,30.9246,0
"905","Second Class","Home Office","South","Bristol",67.56,8.445,0.2
"906","Second Class","Home Office","South","Charlotte",823.61,9.003,1.1
"907","Second Class","Home Office","South","Chattanooga",91.475,-1.8295,0.5
"908","Second Class","Home Office","South","Columbus",7.04,3.0976,0
"909","Second Class","Home Office","South","Florence",18,3.24,0
"910","Second Class","Home Office","South","Henderson",822.29,254.322,0
"911","Second Class","Home Office","South","Hollywood",11.52,-7.68,0.7
"912","Second Class","Home Office","South","Huntsville",819.28,372.8058,0
"913","Second Class","Home Office","South","Jackson",684.78,280.7697,0
"914","Second Class","Home Office","South","Jacksonville",1519.088,245.8361,1
"915","Second Class","Home Office","South","Lake Charles",477.51,219.6546,0
"916","Second Class","Home Office","South","Miami",134.728,30.9602,0.6
"917","Second Class","Home Office","South","Monroe",682.91,180.2656,0
"918","Second Class","Home Office","South","Raleigh",1655.312,166.817,0.8
"919","Second Class","Home Office","South","Roswell",830.24,238.1896,0
"920","Second Class","Home Office","South","Tamarac",3.444,-2.5256,0.7
"921","Second Class","Home Office","West","Albuquerque",780.086,322.9391,0.2
"922","Second Class","Home Office","West","Brentwood",821.514,80.4282,0.2
"923","Second Class","Home Office","West","Chico",1242.896,194.7256,0.2
"924","Second Class","Home Office","West","Costa Mesa",277.71,39.2283,0
"925","Second Class","Home Office","West","Danville",1158.882,282.4405,0.2
"926","Second Class","Home Office","West","Des Moines",107.648,33.64,0.2
"927","Second Class","Home Office","West","Glendale",93.024,33.7212,0.2
"928","Second Class","Home Office","West","Huntington Beach",12.78,5.751,0
"929","Second Class","Home Office","West","Lancaster",100.16,35.056,0.4
"930","Second Class","Home Office","West","Los Angeles",6649.93,931.1605,1.2
"931","Second Class","Home Office","West","North Las Vegas",4685.076,1691.3097,0.2
"932","Second Class","Home Office","West","Phoenix",191.968,16.7972,0.2
"933","Second Class","Home Office","West","Salinas",148.257,15.6978,0.15
"934","Second Class","Home Office","West","Salt Lake City",166.44,79.8912,0
"935","Second Class","Home Office","West","San Diego",543.518,145.7562,0.2
"936","Second Class","Home Office","West","San Francisco",2683.068,307.6245,0.95
"937","Second Class","Home Office","West","San Jose",76.14,26.649,0
"938","Second Class","Home Office","West","Seattle",8050.176,1189.79,0.8
"939","Standard Class","Consumer","Central","Allen",259.942,-25.9938,0.5
"940","Standard Class","Consumer","Central","Amarillo",722.908,-81.1955,1.3
"941","Standard Class","Consumer","Central","Apple Valley",137.94,8.9706,0
"942","Standard Class","Consumer","Central","Appleton",1649.75,544.4175,0
"943","Standard Class","Consumer","Central","Arlington",2657.645,-135.7125,1.7
"944","Standard Class","Consumer","Central","Arlington Heights",14.112,1.2348,0.2
"945","Standard Class","Consumer","Central","Aurora",2970.583,172.8812,2.1
"946","Standard Class","Consumer","Central","Austin",1802.062,55.2459,4.4
"947","Standard Class","Consumer","Central","Bloomington",1069.954,-400.2584,2.7
"948","Standard Class","Consumer","Central","Bolingbrook",148.48,16.704,0.2
"949","Standard Class","Consumer","Central","Broken Arrow",12.86,6.0452,0
"950","Standard Class","Consumer","Central","Brownsville",327.7328,-14.4588,0.32
"951","Standard Class","Consumer","Central","Buffalo Grove",831.399,-89.6478,0.7
"952","Standard Class","Consumer","Central","Burlington",44.75,20.585,0
"953","Standard Class","Consumer","Central","Carol Stream",1305.81,-39.8683,1.2
"954","Standard Class","Consumer","Central","Carrollton",552.352,-547.553,3.6
"955","Standard Class","Consumer","Central","Cedar Hill",7.08,2.478,0.2
"956","Standard Class","Consumer","Central","Champaign",151.96,-182.352,0.6
"957","Standard Class","Consumer","Central","Chicago",15203.944,-1562.9513,47
"958","Standard Class","Consumer","Central","College Station",233.058,-53.2704,0.3
"959","Standard Class","Consumer","Central","Columbus",4095.64,1084.4773,0
"960","Standard Class","Consumer","Central","Coon Rapids",503.13,136.4532,0
"961","Standard Class","Consumer","Central","Coppell",40.096,6.7472,0.6
"962","Standard Class","Consumer","Central","Cottage Grove",144.36,54.7968,0
"963","Standard Class","Consumer","Central","Dallas",3748.63,-506.7931,14.1
"964","Standard Class","Consumer","Central","Dearborn Heights",280.96,90.0462,0
"965","Standard Class","Consumer","Central","Decatur",1750.791,-145.2521,3.6
"966","Standard Class","Consumer","Central","Des Moines",1190.84,109.5012,0
"967","Standard Class","Consumer","Central","Des Plaines",383.84,47.98,0.2
"968","Standard Class","Consumer","Central","Detroit",17551,7042.4412,0.3
"969","Standard Class","Consumer","Central","Dubuque",263.96,76.5484,0
"970","Standard Class","Consumer","Central","Eagan",75.9,24.8724,0
"971","Standard Class","Consumer","Central","Eau Claire",1085.87,209.2714,0
"972","Standard Class","Consumer","Central","Edinburg",2.368,0.8288,0.2
"973","Standard Class","Consumer","Central","Edmond",959.55,243.1039,0
"974","Standard Class","Consumer","Central","El Paso",639.566,-58.9533,1.8
"975","Standard Class","Consumer","Central","Evanston",1483.528,481.0887,0.4
"976","Standard Class","Consumer","Central","Fort Worth",2228.136,545.7262,2
"977","Standard Class","Consumer","Central","Frankfort",20.768,-52.9584,0.8
"978","Standard Class","Consumer","Central","Fremont",104.85,50.328,0
"979","Standard Class","Consumer","Central","Grand Prairie",893.486,-74.5765,3.6
"980","Standard Class","Consumer","Central","Grand Rapids",272.14,112.0616,0
"981","Standard Class","Consumer","Central","Harlingen",79.344,14.0706,0.4
"982","Standard Class","Consumer","Central","Highland Park",1454.838,-169.703,1.6
"983","Standard Class","Consumer","Central","Houston",21564.927,-4877.9552,56.16
"984","Standard Class","Consumer","Central","Huntsville",2339.972,-698.0868,6.9
"985","Standard Class","Consumer","Central","Independence",839.43,218.2518,0
"986","Standard Class","Consumer","Central","Indianapolis",395.1,182.7234,0
"987","Standard Class","Consumer","Central","Irving",369.724,-185.3837,1.8
"988","Standard Class","Consumer","Central","Jackson",179.609,72.699,0.1
"989","Standard Class","Consumer","Central","Kenosha",2531.88,596.7203,0
"990","Standard Class","Consumer","Central","La Porte",526.45,31.587,0
"991","Standard Class","Consumer","Central","Lafayette",664.46,154.7512,0
"992","Standard Class","Consumer","Central","Lakeville",359.44,152.9586,0
"993","Standard Class","Consumer","Central","Laredo",402.886,-122.3047,2.4
"994","Standard Class","Consumer","Central","Lawrence",674.61,182.2158,0
"995","Standard Class","Consumer","Central","Lawton",475.42,157.4166,0
"996","Standard Class","Consumer","Central","Lubbock",546.792,172.1543,1.2
"997","Standard Class","Consumer","Central","Madison",2482.24,432.647,0
"998","Standard Class","Consumer","Central","Mcallen",203.648,10.2258,1.6
"999","Standard Class","Consumer","Central","Midland",1276.53,338.2146,0
"1000","Standard Class","Consumer","Central","Milwaukee",2224.98,451.9896,0
"1001","Standard Class","Consumer","Central","Minneapolis",13479.06,5713.5037,0
"1002","Standard Class","Consumer","Central","Mishawaka",776.24,96.592,0
"1003","Standard Class","Consumer","Central","Moorhead",63.96,19.8276,0
"1004","Standard Class","Consumer","Central","Naperville",2.808,-4.4928,0.8
"1005","Standard Class","Consumer","Central","New Albany",209.55,73.3529,0
"1006","Standard Class","Consumer","Central","New Castle",84.61,23.0839,0
"1007","Standard Class","Consumer","Central","Norfolk",17.43,8.0178,0
"1008","Standard Class","Consumer","Central","Oklahoma City",3397.72,862.0247,0
"1009","Standard Class","Consumer","Central","Omaha",4910.74,1459.5893,0
"1010","Standard Class","Consumer","Central","Oswego",321.978,-536.1276,1.8
"1011","Standard Class","Consumer","Central","Park Ridge",143.856,48.5514,0.2
"1012","Standard Class","Consumer","Central","Pasadena",212.992,-22.7882,0.4
"1013","Standard Class","Consumer","Central","Pharr",124.404,-21.3264,0.3
"1014","Standard Class","Consumer","Central","Plano",3496.5346,-393.708,3.52
"1015","Standard Class","Consumer","Central","Port Arthur",34.048,11.0288,0.4
"1016","Standard Class","Consumer","Central","Quincy",151.144,6.3855,1.4
"1017","Standard Class","Consumer","Central","Richmond",1608.48,446.3504,0
"1018","Standard Class","Consumer","Central","Rochester",1514.77,356.3235,0
"1019","Standard Class","Consumer","Central","Rochester Hills",132.52,54.3332,0
"1020","Standard Class","Consumer","Central","Rockford",2196.54,-384.2532,1.7
"1021","Standard Class","Consumer","Central","Roseville",17.48,8.2156,0
"1022","Standard Class","Consumer","Central","Round Rock",4512.0928,-755.9813,1.32
"1023","Standard Class","Consumer","Central","Royal Oak",35.34,16.9632,0
"1024","Standard Class","Consumer","Central","Saginaw",376.1,68.8809,0
"1025","Standard Class","Consumer","Central","San Antonio",16305.067,-6842.7375,10.1
"1026","Standard Class","Consumer","Central","Sioux Falls",20.23,9.5081,0
"1027","Standard Class","Consumer","Central","Skokie",75.144,-35.6424,1.6
"1028","Standard Class","Consumer","Central","Springfield",1971.19,410.6546,0
"1029","Standard Class","Consumer","Central","Sterling Heights",11.68,3.504,0
"1030","Standard Class","Consumer","Central","Texas City",790.972,20.2218,0.9
"1031","Standard Class","Consumer","Central","Trenton",614.19,196.1834,0
"1032","Standard Class","Consumer","Central","Tulsa",2600.88,776.514,0
"1033","Standard Class","Consumer","Central","Tyler",296.022,-364.3734,2.4
"1034","Standard Class","Consumer","Central","Urbandale",149.12,57.718,0
"1035","Standard Class","Consumer","Central","Waco",354.4392,-92.8842,1.32
"1036","Standard Class","Consumer","Central","Waterloo",30.32,11.8248,0
"1037","Standard Class","Consumer","Central","Waukesha",54.5,14.17,0
"1038","Standard Class","Consumer","Central","Wausau",317.48,90.4306,0
"1039","Standard Class","Consumer","Central","Westland",1846.016,381.1211,0.1
"1040","Standard Class","Consumer","Central","Wheeling",737.142,-293.3178,1.3
"1041","Standard Class","Consumer","Central","Wichita",451.32,192.7842,0
"1042","Standard Class","Consumer","Central","Woodstock",8.85,-13.7175,0.8
"1043","Standard Class","Consumer","East","Akron",449.292,-86.0418,2.4
"1044","Standard Class","Consumer","East","Allentown",15.808,3.7128,0.4
"1045","Standard Class","Consumer","East","Auburn",208.788,50.5724,0.2
"1046","Standard Class","Consumer","East","Baltimore",579.522,112.9168,0.3
"1047","Standard Class","Consumer","East","Belleville",627.93,185.3628,0
"1048","Standard Class","Consumer","East","Bowling Green",269.873,15.7518,0.9
"1049","Standard Class","Consumer","East","Bristol",121.24,21.485,0
"1050","Standard Class","Consumer","East","Buffalo",6995.786,693.1673,0.4
"1051","Standard Class","Consumer","East","Burlington",637.18,196.316,0
"1052","Standard Class","Consumer","East","Chester",1106.77,-20.0355,1
"1053","Standard Class","Consumer","East","Cincinnati",329.445,37.1889,1.3
"1054","Standard Class","Consumer","East","Cleveland",1687.239,-322.4959,3.4
"1055","Standard Class","Consumer","East","Clinton",1133.82,435.0198,0
"1056","Standard Class","Consumer","East","Columbia",3303.42,1466.5044,0
"1057","Standard Class","Consumer","East","Columbus",4542.427,-190.5599,9.8
"1058","Standard Class","Consumer","East","Concord",68.62,32.2514,0
"1059","Standard Class","Consumer","East","Cranston",102.93,48.3771,0
"1060","Standard Class","Consumer","East","Cuyahoga Falls",18.528,-12.352,0.7
"1061","Standard Class","Consumer","East","Dover",871.34,375.69,0
"1062","Standard Class","Consumer","East","East Orange",31.8,13.674,0
"1063","Standard Class","Consumer","East","Everett",109.53,52.3551,0
"1064","Standard Class","Consumer","East","Fairfield",1119.823,-64.4951,2.8
"1065","Standard Class","Consumer","East","Franklin",711.706,-126.6319,0.3
"1066","Standard Class","Consumer","East","Freeport",383.46,84.867,0
"1067","Standard Class","Consumer","East","Hamilton",328.224,-9.385,0.8
"1068","Standard Class","Consumer","East","Hempstead",910.526,142.4924,0.4
"1069","Standard Class","Consumer","East","Jamestown",4548.81,1228.1787,0
"1070","Standard Class","Consumer","East","Lakewood",3595.752,510.7961,0.7
"1071","Standard Class","Consumer","East","Lancaster",5475.654,-6978.2566,4.8
"1072","Standard Class","Consumer","East","Lawrence",1258.8,293.4885,0.3
"1073","Standard Class","Consumer","East","Leominster",25.87,11.736,0
"1074","Standard Class","Consumer","East","Long Beach",4386.252,961.4543,0.6
"1075","Standard Class","Consumer","East","Lorain",48.896,8.5568,0.2
"1076","Standard Class","Consumer","East","Lowell",45.08,18.79,0
"1077","Standard Class","Consumer","East","Malden",39.68,10.3168,0
"1078","Standard Class","Consumer","East","Manchester",941.25,286.3354,0
"1079","Standard Class","Consumer","East","Marion",672.41,-6.9392,1.4
"1080","Standard Class","Consumer","East","Marlborough",206.64,67.6068,0
"1081","Standard Class","Consumer","East","Medina",661.026,-146.985,1.9
"1082","Standard Class","Consumer","East","Meriden",63.14,28.3886,0
"1083","Standard Class","Consumer","East","Middletown",870.14,74.1862,0
"1084","Standard Class","Consumer","East","Morristown",521.61,235.4364,0
"1085","Standard Class","Consumer","East","Mount Vernon",137.17,64.4699,0
"1086","Standard Class","Consumer","East","New Bedford",23.18,7.6494,0
"1087","Standard Class","Consumer","East","New Rochelle",907.668,204.62,0.5
"1088","Standard Class","Consumer","East","New York City",80847.298,18114.7874,18.6
"1089","Standard Class","Consumer","East","Newark",13703.812,6078.1792,1.7
"1090","Standard Class","Consumer","East","Norwich",380.5,149.431,0
"1091","Standard Class","Consumer","East","Oceanside",1048.526,402.6092,0.5
"1092","Standard Class","Consumer","East","Orange",4.91,2.4059,0
"1093","Standard Class","Consumer","East","Parma",3624.448,16.0422,1.7
"1094","Standard Class","Consumer","East","Passaic",1562.086,356.8186,0.3
"1095","Standard Class","Consumer","East","Paterson",1016.06,244.288,0
"1096","Standard Class","Consumer","East","Philadelphia",36106.938,-3738.8338,52.6
"1097","Standard Class","Consumer","East","Plainfield",976.33,403.4677,0
"1098","Standard Class","Consumer","East","Providence",14.9,1.043,0
"1099","Standard Class","Consumer","East","Quincy",27.64,12.8638,0
"1100","Standard Class","Consumer","East","Rochester",3013.188,880.2598,0.6
"1101","Standard Class","Consumer","East","Rockville",442.95,120.2673,0
"1102","Standard Class","Consumer","East","Rome",35.01,9.1602,0
"1103","Standard Class","Consumer","East","Springfield",1404.392,-399.9025,2.4
"1104","Standard Class","Consumer","East","Toledo",1709.654,-335.3853,1
"1105","Standard Class","Consumer","East","Troy",160.296,20.2564,0.8
"1106","Standard Class","Consumer","East","Utica",79.99,28.7964,0
"1107","Standard Class","Consumer","East","Vineland",244.006,-31.3722,0.3
"1108","Standard Class","Consumer","East","Washington",2753.34,1011.2965,0
"1109","Standard Class","Consumer","East","Waterbury",3.52,1.0208,0
"1110","Standard Class","Consumer","East","Watertown",698.5,229.7008,0.2
"1111","Standard Class","Consumer","East","Wilmington",1895.413,314.7754,0.3
"1112","Standard Class","Consumer","East","Yonkers",6735.704,2411.9404,0.8
"1113","Standard Class","Consumer","South","Alexandria",49.62,19.4068,0
"1114","Standard Class","Consumer","South","Arlington",4303.56,1233.7486,0
"1115","Standard Class","Consumer","South","Asheville",68.264,7.9109,0.6
"1116","Standard Class","Consumer","South","Athens",1407.21,382.4212,0
"1117","Standard Class","Consumer","South","Atlanta",10511.79,4363.3987,0
"1118","Standard Class","Consumer","South","Auburn",1264.14,207.2624,0
"1119","Standard Class","Consumer","South","Bartlett",88.96,10.008,0.2
"1120","Standard Class","Consumer","South","Boynton Beach",123.104,15.146,0.6
"1121","Standard Class","Consumer","South","Burlington",2188.402,-569.1736,1
"1122","Standard Class","Consumer","South","Charlotte",6910.806,-530.1167,5.8
"1123","Standard Class","Consumer","South","Chattanooga",757.004,53.1421,1.9
"1124","Standard Class","Consumer","South","Chesapeake",4211.88,783.8369,0
"1125","Standard Class","Consumer","South","Clarksville",69.216,11.2476,0.2
"1126","Standard Class","Consumer","South","Columbia",5374.52,920.1832,1.8
"1127","Standard Class","Consumer","South","Columbus",5239.4,1417.1535,0
"1128","Standard Class","Consumer","South","Concord",791.08,71.525,1
"1129","Standard Class","Consumer","South","Conway",301.96,45.294,0
"1130","Standard Class","Consumer","South","Coral Springs",387.136,24.196,0.2
"1131","Standard Class","Consumer","South","Daytona Beach",272.3315,-52.334,1.05
"1132","Standard Class","Consumer","South","Decatur",435.79,77.4454,0
"1133","Standard Class","Consumer","South","Deltona",294.28,51.7644,0.4
"1134","Standard Class","Consumer","South","Fayetteville",3398.158,1195.0733,1.7
"1135","Standard Class","Consumer","South","Florence",3760.41,1611.3181,0
"1136","Standard Class","Consumer","South","Fort Lauderdale",2151.6485,-561.714,1.5
"1137","Standard Class","Consumer","South","Franklin",45.864,-7.3386,0.4
"1138","Standard Class","Consumer","South","Georgetown",291.74,79.0364,0
"1139","Standard Class","Consumer","South","Greensboro",278.941,-31.1677,1.8
"1140","Standard Class","Consumer","South","Greenville",2062.95,-541.7424,1.5
"1141","Standard Class","Consumer","South","Gulfport",48.69,23.8581,0
"1142","Standard Class","Consumer","South","Harrisonburg",23.08,6.924,0
"1143","Standard Class","Consumer","South","Hattiesburg",1483.14,476.6014,0
"1144","Standard Class","Consumer","South","Henderson",3651.1,1299.6819,0
"1145","Standard Class","Consumer","South","Hendersonville",303.32,-34.4301,0.6
"1146","Standard Class","Consumer","South","Hialeah",48.856,10.6015,0.6
"1147","Standard Class","Consumer","South","Hickory",4.572,-3.81,0.7
"1148","Standard Class","Consumer","South","Hollywood",364.592,26.5258,0.6
"1149","Standard Class","Consumer","South","Homestead",47.328,14.872,0.4
"1150","Standard Class","Consumer","South","Hot Springs",29.99,2.999,0
"1151","Standard Class","Consumer","South","Huntsville",73.36,19.8072,0
"1152","Standard Class","Consumer","South","Jackson",5412.306,642.9441,1.4
"1153","Standard Class","Consumer","South","Jacksonville",10365.397,-722.4671,10.95
"1154","Standard Class","Consumer","South","Johnson City",537.262,57.328,2.6
"1155","Standard Class","Consumer","South","Jonesboro",2737.72,724.6889,0
"1156","Standard Class","Consumer","South","Kissimmee",751.984,84.5982,0.2
"1157","Standard Class","Consumer","South","Knoxville",492.312,29.8028,1.4
"1158","Standard Class","Consumer","South","Lafayette",1230.35,455.7838,0
"1159","Standard Class","Consumer","South","Lebanon",248.92,65.8075,0.4
"1160","Standard Class","Consumer","South","Little Rock",1103.3,331.3346,0
"1161","Standard Class","Consumer","South","Louisville",1346.14,355.4954,0
"1162","Standard Class","Consumer","South","Macon",149.56,56.1248,0
"1163","Standard Class","Consumer","South","Margate",15.552,2.3328,0.2
"1164","Standard Class","Consumer","South","Marietta",5.64,2.7072,0
"1165","Standard Class","Consumer","South","Memphis",3728.864,-1301.1914,3.8
"1166","Standard Class","Consumer","South","Miami",2757.97,-261.4356,7.4
"1167","Standard Class","Consumer","South","Miramar",559.2,55.016,0.4
"1168","Standard Class","Consumer","South","Mobile",2217.62,616.3564,0
"1169","Standard Class","Consumer","South","Monroe",1743.672,367.0524,0.8
"1170","Standard Class","Consumer","South","Montgomery",14.67,3.9609,0
"1171","Standard Class","Consumer","South","Murray",72.8,19.656,0
"1172","Standard Class","Consumer","South","Nashville",2720.457,-1126.9346,4.1
"1173","Standard Class","Consumer","South","Newport News",2271.99,961.9577,0
"1174","Standard Class","Consumer","South","North Miami",14.496,4.8924,0.2
"1175","Standard Class","Consumer","South","Orlando",1138.646,335.0916,1.7
"1176","Standard Class","Consumer","South","Ormond Beach",2.808,-1.9656,0.7
"1177","Standard Class","Consumer","South","Owensboro",45.68,21.0128,0
"1178","Standard Class","Consumer","South","Palm Coast",24.448,8.8624,0.2
"1179","Standard Class","Consumer","South","Pembroke Pines",1714.3755,-72.4491,4.55
"1180","Standard Class","Consumer","South","Port Saint Lucie",2.694,-2.245,0.7
"1181","Standard Class","Consumer","South","Raleigh",463.468,39.1212,1.9
"1182","Standard Class","Consumer","South","Richmond",2794.05,860.345,0
"1183","Standard Class","Consumer","South","Rogers",40.41,18.5886,0
"1184","Standard Class","Consumer","South","Roswell",1654.6,469.553,0
"1185","Standard Class","Consumer","South","Saint Petersburg",216.384,2.416,1.1
"1186","Standard Class","Consumer","South","Salem",1036.14,230.9156,0
"1187","Standard Class","Consumer","South","Smyrna",61.162,23.0622,0.2
"1188","Standard Class","Consumer","South","Southaven",616.14,76.1052,0
"1189","Standard Class","Consumer","South","Springfield",667.07,185.1957,0
"1190","Standard Class","Consumer","South","Tallahassee",740.49,73.874,1.1
"1191","Standard Class","Consumer","South","Tampa",538.764,33.4562,3.3
"1192","Standard Class","Consumer","South","Thomasville",151.292,33.3939,1.1
"1193","Standard Class","Consumer","South","Virginia Beach",713.95,222.4147,0
"1194","Standard Class","Consumer","South","Warner Robins",41.86,10.465,0
"1195","Standard Class","Consumer","South","West Palm Beach",128.208,29.4772,0.4
"1196","Standard Class","Consumer","South","Wilmington",343.576,44.538,0.6
"1197","Standard Class","Consumer","South","Wilson",169.544,15.4792,0.9
"1198","Standard Class","Consumer","West","Albuquerque",122.53,36.2185,0
"1199","Standard Class","Consumer","West","Anaheim",1526.906,131.0154,0.4
"1200","Standard Class","Consumer","West","Apple Valley",563.92,7.049,0.2
"1201","Standard Class","Consumer","West","Aurora",537.476,-53.8608,3.1
"1202","Standard Class","Consumer","West","Avondale",150.232,-13.0146,0.4
"1203","Standard Class","Consumer","West","Bakersfield",812.952,102.9466,0.4
"1204","Standard Class","Consumer","West","Bellevue",72.992,27.9186,0.4
"1205","Standard Class","Consumer","West","Brentwood",488.668,115.5524,0.2
"1206","Standard Class","Consumer","West","Broomfield",725.072,53.891,1.8
"1207","Standard Class","Consumer","West","Bullhead City",22.288,6.7232,0.4
"1208","Standard Class","Consumer","West","Camarillo",14.73,7.2177,0
"1209","Standard Class","Consumer","West","Carlsbad",39.176,16.7155,0.2
"1210","Standard Class","Consumer","West","Chandler",18.24,2.536,0.4
"1211","Standard Class","Consumer","West","Chula Vista",182.94,85.9818,0
"1212","Standard Class","Consumer","West","Citrus Heights",129.39,54.3438,0
"1213","Standard Class","Consumer","West","Clovis",111.42,11.6352,0.2
"1214","Standard Class","Consumer","West","Colorado Springs",1334.136,-1117.5781,3.5
"1215","Standard Class","Consumer","West","Concord",172.878,-19.963,0.2
"1216","Standard Class","Consumer","West","Costa Mesa",1219.96,257.9806,0.6
"1217","Standard Class","Consumer","West","Davis",32.4,15.552,0
"1218","Standard Class","Consumer","West","Denver",5955.783,200.7122,3.9
"1219","Standard Class","Consumer","West","Des Moines",999.98,449.991,0
"1220","Standard Class","Consumer","West","Dublin",22,1.375,0.2
"1221","Standard Class","Consumer","West","Edmonds",231.3,92.1042,0.4
"1222","Standard Class","Consumer","West","Englewood",124.056,13.7547,0.4
"1223","Standard Class","Consumer","West","Farmington",545.85,114.6285,0
"1224","Standard Class","Consumer","West","Fort Collins",228.572,-240.1842,0.9
"1225","Standard Class","Consumer","West","Fresno",54.84,3.6682,0
"1226","Standard Class","Consumer","West","Gilbert",496.896,-41.9724,0.8
"1227","Standard Class","Consumer","West","Glendale",440.323,-61.6319,2.6
"1228","Standard Class","Consumer","West","Great Falls",410.104,124.9458,0.2
"1229","Standard Class","Consumer","West","Gresham",1730.256,125.6664,1.3
"1230","Standard Class","Consumer","West","Huntington Beach",95.92,25.8984,0
"1231","Standard Class","Consumer","West","Inglewood",273.926,41.7843,0.2
"1232","Standard Class","Consumer","West","Kent",1259.838,584.7681,0.4
"1233","Standard Class","Consumer","West","Lake Elsinore",283.92,17.745,0.2
"1234","Standard Class","Consumer","West","Lakewood",299.479,39.517,0.15
"1235","Standard Class","Consumer","West","Lancaster",348.928,34.8928,0.2
"1236","Standard Class","Consumer","West","Las Cruces",41.37,17.3754,0
"1237","Standard Class","Consumer","West","Las Vegas",1489.988,192.0687,0.8
"1238","Standard Class","Consumer","West","Lewiston",9.584,3.3544,0.2
"1239","Standard Class","Consumer","West","Lodi",97.3,28.217,0
"1240","Standard Class","Consumer","West","Logan",280.276,46.9632,0.4
"1241","Standard Class","Consumer","West","Long Beach",1892.594,293.898,1.4
"1242","Standard Class","Consumer","West","Los Angeles",60104.8165,9394.8031,18.35
"1243","Standard Class","Consumer","West","Louisville",514.792,47.1813,1
"1244","Standard Class","Consumer","West","Loveland",3.024,-0.6048,0.2
"1245","Standard Class","Consumer","West","Marysville",102.18,3.315,0
"1246","Standard Class","Consumer","West","Medford",80.456,26.5343,0.6
"1247","Standard Class","Consumer","West","Mesa",267.766,61.6028,2.2
"1248","Standard Class","Consumer","West","Mission Viejo",128.67,49.1409,0
"1249","Standard Class","Consumer","West","Missoula",487.984,152.495,0.2
